name,salary_from,salary_to,salary_currency,area_name,published_at
Оператор в call-центр,20000,,KGS,Бишкек,2022-12-20T07:56:10+0300
Механик,120000,,RUR,Пермь,2022-12-20T07:19:02+0300
Управляющий коттеджным поселком,45000,,RUR,Самара,2022-12-20T07:08:10+0300
Зуборезчик,126000,130000,RUR,Воткинск,2022-12-20T07:40:23+0300
Инженер-программист,45000,90000,RUR,Альметьевск,2022-12-20T07:56:13+0300
Токарь-универсал,70000,,RUR,Екатеринбург,2022-12-20T07:46:08+0300
Руководитель проекта,,150000,RUR,Качканар,2022-12-20T07:01:17+0300
Специалист по информационной безопасности,46000,,RUR,Каменск-Уральский,2022-12-20T07:36:23+0300
Технический специалист,46000,60000,RUR,Воронеж,2022-12-20T07:33:00+0300
Программист (middle),80000,,RUR,Екатеринбург,2022-12-20T07:51:20+0300
Слесарь-сборщик РЭА и приборов,40000,,RUR,Екатеринбург,2022-12-20T07:51:21+0300
Начинающий специалист по обслуживанию POS-терминального оборудования,40000,,RUR,Ставрополь,2022-12-20T07:12:40+0300
Механик,120000,120000,RUR,Новосибирск,2022-12-20T07:11:02+0300
Начинающий техник по подключению абонентов ( инсталлятор),30000,,RUR,Нерехта,2022-12-20T07:10:01+0300
Зуборезчик,126000,130000,RUR,Сарапул,2022-12-20T07:40:27+0300
Монтажник холодильного оборудования,50000,100000,RUR,Красноярск,2022-12-20T07:38:53+0300
Копирайтер сценарист,150000,200000,KZT,Алматы,2022-12-20T07:39:53+0300
Product manager,400000,600000,KZT,Астана,2022-12-20T07:14:58+0300
Инженер по гарантии (Затон),40000,90000,RUR,Уфа,2022-12-20T07:39:29+0300
Администратор вычислительной сети,26000,,RUR,Тюмень,2022-12-20T07:22:48+0300
Механик,120000,,RUR,Тюмень,2022-12-20T07:04:42+0300
Механик,120000,120000,RUR,Екатеринбург,2022-12-20T07:17:26+0300
Аналитик,300000,,KZT,Алматы,2022-12-20T07:40:39+0300
Сервисный инженер (механик) по ремонту спецтехники,50000,,RUR,Курган,2022-12-20T07:31:15+0300
Механик,120000,,RUR,Омск,2022-12-20T07:05:36+0300
Интегратор Битрикс24 / Bitrix24,1000000,1200000,KZT,Астана,2022-12-20T07:08:08+0300
Механик,120000,120000,RUR,Сургут,2022-12-20T07:03:45+0300
Бизнес-аналитик,65000,85000,RUR,Челябинск,2022-12-20T07:46:24+0300
Сервисный инженер,,34000,RUR,Воткинск,2022-12-20T07:09:55+0300
Механик компрессорного цеха,50000,,RUR,Хабаровск,2022-12-20T07:10:09+0300
"Печатник на широкоформатный принтер, УФ принтер",1500000,4000000,UZS,Ташкент,2022-12-20T07:11:11+0300
Инженер по гарантии,50000,,RUR,Тюмень,2022-12-20T07:15:20+0300
Руководитель группы разработки 1C,230000,345000,RUR,Самара,2022-12-20T07:59:21+0300
Токарь-универсал,57500,,RUR,Воронеж,2022-12-20T07:33:08+0300
Специалист по обслуживанию оборудования в г.Новосибирск,60000,,RUR,Новосибирск,2022-12-20T07:08:39+0300
Наладчик станков с ЧПУ,46500,,RUR,Миасс,2022-12-20T07:59:29+0300
Оператор станка с ЧПУ,72000,,RUR,Хабаровск,2022-12-20T07:00:06+0300
Специалист по информационным технологиям,5000000,,UZS,Ташкент,2022-12-20T07:25:07+0300
"Fullstack разработчик, JS /wordpress",10000,40000,RUR,Москва,2022-12-20T07:51:50+0300
Техник связи,22000,,RUR,Красноярск,2022-12-20T07:06:03+0300
Инженер-программист отдела информационных технологий в образовании,40000,,RUR,Киров (Кировская область),2022-12-20T07:55:32+0300
Механик,120000,,RUR,Казань,2022-12-20T07:14:27+0300
Монтажник связи,45000,110000,RUR,Екатеринбург,2022-12-20T07:20:55+0300
Механик автоколонны,54000,,RUR,Альметьевск,2022-12-20T07:27:41+0300
Токарь-универсал,60000,,RUR,Екатеринбург,2022-12-20T07:51:20+0300
Руководитель продаж и маркетинга,400000,800000,KZT,Алматы,2022-12-20T07:10:24+0300
Backend разработчик,130000,160000,RUR,Новосибирск,2022-12-20T07:49:09+0300
Инженер-электроник,60000,65000,RUR,Екатеринбург,2022-12-20T07:27:08+0300
Инженер технической поддержки отдела маркетинга,30000,45000,RUR,Челябинск,2022-12-20T07:16:35+0300
Инженер по гарантии,250000,250000,KZT,Астана,2022-12-20T07:27:43+0300
Начинающий техник по подключению абонентов (инсталлятор ),30000,,RUR,Волгореченск,2022-12-20T07:10:06+0300
Фрезеровщик,50000,,RUR,Екатеринбург,2022-12-20T07:51:21+0300
Сервисный инженер,65000,85000,RUR,Новокузнецк,2022-12-20T07:29:35+0300
Токарь-расточник,30000,,RUR,Миасс,2022-12-20T07:38:02+0300
Зуборезчик,126000,130000,RUR,Ижевск,2022-12-20T07:40:18+0300
Станочник,50000,,RUR,Артем,2022-12-20T07:09:52+0300
Слесарь КИПиА,47000,,RUR,Пермь,2022-12-20T07:31:54+0300
Программист / Разработчик 1С (Middle),80000,,RUR,Кстово,2022-12-20T07:26:18+0300
Ведущий специалист по учету рабочего времени,23200,29000,RUR,Омск,2022-12-20T07:07:45+0300
"Инсталлятор (мастер по подключению ТВ, интернет)",30000,,RUR,Шарья,2022-12-20T07:10:11+0300
Техник,28000,,RUR,Каменск-Уральский,2022-12-20T07:36:25+0300
Менеджер проектов,300000,,KZT,Алматы,2022-12-20T07:31:47+0300
Инженер-программист (Middle+),85000,,RUR,Томск,2022-12-20T07:48:05+0300
Аналитик-консультант 1С,80500,,RUR,Воронеж,2022-12-20T07:32:40+0300
Рабочий по комплексному обслуживанию зданий,31800,,RUR,Санкт-Петербург,2022-12-20T07:05:30+0300
Наладчик КИПиА,35000,50000,RUR,Челябинск,2022-12-20T07:36:23+0300
Машинист экструдера (производство пленки),32000,,RUR,Сосновоборск,2022-12-20T07:12:35+0300
Ученик токаря,30000,,RUR,Екатеринбург,2022-12-20T07:51:20+0300
Backend-разработчик,80000,150000,RUR,Екатеринбург,2022-12-20T07:20:43+0300
Product manager,400000,600000,KZT,Алматы,2022-12-20T07:14:58+0300
Токарь-универсал,2400,,BYR,Минск,2022-12-20T07:59:04+0300
Токарь,34000,41000,RUR,Омск,2022-12-20T07:40:26+0300
Рабочий в механосборочный цех,50300,,RUR,Саратов,2022-12-20T07:46:49+0300
ГИП Руководитель проекта Проект менеджер IT ЦИФРА КИП АСУ ТП,70000,,RUR,Ростов-на-Дону,2022-12-20T07:09:48+0300
Механик деревообрабатывающего оборудования,40000,40000,RUR,Красноярск,2022-12-20T07:09:51+0300
Сервисный инженер,85000,,RUR,Иркутск,2022-12-20T07:34:21+0300
Механик,,45000,RUR,Новоуральск,2022-12-20T07:46:35+0300
Специалист технической поддержки,130000,160000,KZT,Алматы,2022-12-20T07:17:46+0300
Сервисный инженер (механик) по ремонту спецтехники,60000,,RUR,Пермь,2022-12-20T07:31:14+0300
"Инженер технической поддержки продаж (электроприводы, частотные преобразователи, редукторы)",30000,45000,RUR,Челябинск,2022-12-20T07:19:08+0300
PHP-разработчик,250000,1000000,KZT,Астана,2022-12-20T07:04:39+0300
Инженер-механик,38000,,RUR,Каменск-Уральский,2022-12-20T07:36:23+0300
Токарь,40000,,RUR,Энгельс,2022-12-20T07:58:14+0300
Сервисный инженер,60000,80000,RUR,Екатеринбург,2022-12-20T07:08:51+0300
Аналитик-консультант по автоматизации медицинских клиник,30000,60000,RUR,Челябинск,2022-12-20T07:41:36+0300
Слесарь по ремонту оборудования,45000,55000,RUR,Самара,2022-12-20T07:08:50+0300
Сервисный инженер (механик) по ремонту спецтехники,50000,,RUR,Уфа,2022-12-20T07:31:15+0300
Механик-наладчик оборудования,50000,60000,RUR,Нижний Новгород,2022-12-20T07:26:28+0300
Заместитель начальника проектно-конструкторского отдела,56800,56800,RUR,Омск,2022-12-20T07:40:55+0300
Инженер по гарантии,50000,60000,RUR,Оренбург,2022-12-20T07:03:02+0300
Сервис-менеджер,25000,,RUR,Новороссийск,2022-12-20T07:58:50+0300
"Инженер-электроник (специалист технической поддержки, технический консультант)",35000,,RUR,Челябинск,2022-12-20T07:28:41+0300
Бизнес-аналитик,60000,,RUR,Екатеринбург,2022-12-20T07:45:52+0300
Администратор эксплуатации ИТ платформ (Linux),60000,,RUR,Екатеринбург,2022-12-20T07:36:58+0300
Электромонтер линейных сооружений телефонной связи и радиофикации,21500,24500,RUR,Омск,2022-12-20T07:40:26+0300
Наладчик/оператор станков с ЧПУ (5-6 разряд),2000,,BYR,Минск,2022-12-20T07:58:25+0300
Специалист по управлению бизнес-процессами,30000,40000,RUR,Челябинск,2022-12-20T07:19:15+0300
Механик,120000,120000,RUR,Челябинск,2022-12-20T07:23:47+0300
